cuotas,monto,edad,ingresos,empresa,comerciante,comercio,sucursal,plan,sexo,ocupacion,calificacion,nacionalidad,localidad,mora
0.12,0.4295,0.44,0.0023,0.1,0.0161,0.4722,0.25,0.382,0.147,0.0133,0.0016,0.3466,0.0161,False
0.06,0.1875,0.32,0.0053,0.1,0.0161,0.0335,0.25,0.3611,0.147,0.0133,0.0015,0.3466,0.6395,False
0.18,0.0026,0.72,0.3802,0.1,0.0158,0.4721,0.07,0.382,0.147,0.2068,0.0216,0.3466,0.5074,True
0.06,0.0562,0.71,0.0178,0.1,0.0749,0.4723,0.35,0.3614,0.147,0.2068,0.0015,0.3937,0.4579,False
0.12,0.0445,0.36,0.0225,0.1,0.0158,0.4721,0.08,0.382,0.154,0.207,0.0015,0.3466,0.5702,True
0.12,0.1145,0.63,0.0087,0.1,0.1438,0.4722,0.47,0.382,0.147,0.2068,0.0015,0.3466,0.5923,True
0.18,0.25,0.38,0.004,0.1,0.0161,0.4722,0.25,0.382,0.147,0.207,0.0016,0.3466,0.0161,False
0.04,0.0252,0.21,0.0397,0.1,0.0158,0.4721,0.08,0.3614,0.147,0.0133,0.0016,0.3466,0.5332,True
0.12,0.0063,0.28,0.1599,0.1,0.0157,0.0335,0.05,0.3611,0.154,0.0133,0.0015,0.3466,0.3574,False
0.06,0.0812,0.25,0.0123,0.1,0.0158,0.4722,0.1,0.3614,0.154,0.0133,0.0016,0.3466,0.4579,False
0.18,0.002,0.35,0.5084,0.1,0.1438,0.4722,0.47,0.382,0.147,0.0133,0.0015,0.3466,0.1857,False
0.09,0.0016,0.64,0.625,0.1,0.0157,0.4721,0.01,0.3614,0.147,0.2068,0.0015,0.3466,0.2194,True
0.06,0.0478,0.32,0.0209,0.1,0.0157,0.4721,0.01,0.3614,0.147,0.0133,0.0016,0.3466,0.2308,False
0.18,0.2515,0.26,0.004,0.1,0.0159,0.4722,0.14,0.382,0.154,0.0133,0.0016,0.3466,0.2671,False
0.09,0.005,0.28,0.2,0.1,0.1523,0.7133,0.02,0.3703,0.147,0.0133,0.0015,0.3466,0.5702,False
0.18,0.1386,0.22,0.0072,0.1,0.0161,0.4722,0.25,0.382,0.154,0.0133,0.0016,0.3466,0.0161,False
0.12,0.0013,0.73,0.7605,0.1,0.0157,0.4721,0.01,0.382,0.147,0.2068,0.0015,0.3466,0.3574,True
0.12,0.0034,0.47,0.2981,0.1,0.0698,0.1446,0.28,0.3611,0.154,0.0133,0.0015,0.3466,0.5884,False
0.09,0.0012,0.43,0.8471,0.1,0.0157,0.4721,0.06,0.3614,0.147,0.2068,0.0015,0.3466,0.5973,True
0.12,0.02,0.33,0.05,0.1,0.0158,0.0333,0.07,0.3611,0.147,0.2071,0.0015,0.3466,0.5074,False
0.12,0.0084,0.26,0.1194,0.1,0.0157,0.4721,0.01,0.382,0.154,0.0133,0.0015,0.3466,0.2194,False
0.06,0.0235,0.5,0.0426,0.1,0.0698,0.4722,0.28,0.3614,0.147,0.0133,0.0015,0.3466,0.6491,True
0.12,0.1005,0.3,0.01,0.1,0.0698,0.4722,0.28,0.382,0.154,0.0133,0.0015,0.3466,0.5884,True
0.06,0.3888,0.26,0.0026,0.1,0.0157,0.4721,0.01,0.3614,0.154,0.0133,0.0016,0.3466,0.4579,False
0.12,0.0654,0.43,0.0153,0.1,0.0157,0.4721,0.01,0.382,0.154,0.0133,0.0016,0.3466,0.2194,False
0.12,0.0049,0.26,0.2049,0.1,0.0157,0.4721,0.01,0.382,0.147,0.0133,0.0015,0.4371,0.2308,False
0.06,0.0106,0.22,0.0941,0.1,0.1051,0.4723,0.48,0.3614,0.147,0.0133,0.0016,0.3466,0.5176,False
0.06,0.0156,0.34,0.0641,0.1,0.0749,0.4723,0.35,0.3614,0.147,0.0133,0.0015,0.3466,0.3941,False
0.09,0.1716,0.27,0.0058,0.1,0.0158,0.4722,0.1,0.3614,0.154,0.0133,0.0016,0.3466,0.3235,False
0.04,0.0575,0.36,0.0174,0.1,0.0698,0.4722,0.28,0.3614,0.147,0.0133,0.0016,0.3466,0.4579,False
0.12,0.3475,0.63,0.0029,0.1,0.1438,0.4722,0.47,0.382,0.147,0.2068,0.0016,0.3466,0.543,False
0.09,0.036,0.69,0.0278,0.1,0.0157,0.0335,0.04,0.3611,0.154,0.2068,0.0015,0.3466,0.4579,False
0.12,0.0098,0.57,0.102,0.1,0.0157,0.4721,0.02,0.382,0.154,0.0133,0.0016,0.3466,0.4579,False
0.12,0.0463,0.66,0.0216,0.1,0.0158,0.4721,0.09,0.382,0.147,0.2068,0.0015,0.3466,0.0702,True
0.18,0.2924,0.48,0.0034,0.1,0.0157,0.4721,0.06,0.382,0.147,0.0133,0.0016,0.3466,0.183,False
0.06,0.0321,0.69,0.0312,0.1,0.0161,0.4722,0.26,0.3614,0.154,0.2068,0.0016,0.3466,0.4579,False
0.04,0.0015,0.43,0.6706,0.1,0.0157,0.4721,0.01,0.3614,0.154,0.214,0.0015,0.3466,0.2308,True
0.06,0.0802,0.37,0.0125,0.1,0.0161,0.4722,0.26,0.3614,0.147,0.0133,0.0016,0.3466,0.5306,True
0.15,0.0769,0.37,0.013,0.1,0.0161,0.4722,0.26,0.382,0.147,0.0133,0.0016,0.3466,0.241,False
0.04,0.0046,0.58,0.2182,0.1,0.1438,0.4722,0.47,0.3614,0.147,0.2068,0.0016,0.3466,0.1506,False
0.04,0.0094,0.72,0.1066,0.1,0.0159,0.0334,0.14,0.3611,0.147,0.2068,0.0016,0.3827,0.4579,False
0.18,0.059,0.72,0.017,0.1,0.0158,0.4721,0.08,0.382,0.147,0.2068,0.0015,0.3466,0.4579,True
0.09,0.011,0.64,0.0912,0.1,0.0157,0.4721,0.01,0.3614,0.147,0.2068,0.0015,0.3466,0.4785,False
0.12,0.0046,0.58,0.2188,0.1,0.0158,0.0334,0.08,0.3611,0.147,0.2068,0.0015,0.3466,0.4579,True
0.06,0.0357,0.36,0.028,0.1,0.0158,0.4721,0.08,0.3614,0.147,0.2069,0.0016,0.3466,0.4579,True
0.09,0.0029,0.26,0.3439,0.1,0.1524,0.7625,0.7,0.3615,0.154,0.0133,0.0015,0.3466,0.1296,True
0.18,0.01,0.79,0.0995,0.1,0.0157,0.4721,0.01,0.382,0.147,0.2068,0.0016,0.3466,0.2194,False
0.09,0.2926,0.48,0.0034,0.1,0.0157,0.0336,0.02,0.3611,0.154,0.0133,0.0015,0.3466,0.4579,True
0.18,0.0536,0.28,0.0187,0.1,0.016,0.4722,0.24,0.382,0.147,0.207,0.0015,0.3466,0.5351,False
0.18,0.625,0.22,0.0016,0.1,0.0157,0.4721,0.06,0.382,0.154,0.0133,0.0015,0.3466,0.2266,False
0.06,0.0912,0.26,0.011,0.1,0.0157,0.0336,0.02,0.3611,0.154,0.0133,0.0016,0.3466,0.4579,False
0.06,0.0121,0.59,0.0828,0.1,0.1051,0.4723,0.48,0.3614,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0189,0.28,0.0529,0.1,0.0157,0.0335,0.05,0.3611,0.154,0.0133,0.0016,0.3466,0.4579,False
0.12,0.0311,0.39,0.0322,0.1,0.0157,0.0334,0.01,0.3611,0.147,0.0133,0.0016,0.3466,0.0971,True
0.09,0.0025,0.34,0.4079,0.1,0.016,0.0334,0.24,0.3611,0.154,0.0133,0.0016,0.3466,0.2877,False
0.12,0.0769,0.69,0.013,0.1,0.0157,0.4721,0.05,0.382,0.147,0.214,0.0016,0.3466,0.4579,False
0.04,0.0524,0.52,0.0191,0.1,0.0157,0.4721,0.06,0.3614,0.147,0.0133,0.0016,0.3466,0.4579,False
0.12,0.25,0.76,0.004,0.1,0.0158,0.0335,0.1,0.3611,0.154,0.2068,0.0016,0.3466,0.4579,False
0.18,0.0933,0.66,0.0107,0.1,0.0158,0.4721,0.07,0.382,0.147,0.2068,0.0016,0.3466,0.5074,False
0.12,0.1667,0.23,0.006,0.1,0.0157,0.0334,0.01,0.3611,0.154,0.0133,0.0016,0.3466,0.2194,False
0.06,0.0027,0.53,0.3657,0.1,0.0157,0.0336,0.02,0.3611,0.154,0.214,0.0015,0.3466,0.4651,False
0.09,0.0065,0.38,0.1544,0.1,0.0161,0.4722,0.25,0.3614,0.147,0.2068,0.0015,0.3827,0.2114,False
0.12,0.0028,0.57,0.3603,0.1,0.0161,0.4722,0.26,0.382,0.147,0.0133,0.0015,0.3466,0.6215,True
0.04,0.0064,0.3,0.1564,0.1,0.0158,0.4721,0.08,0.3614,0.147,0.0133,0.0016,0.3466,0.4579,False
0.12,0.1325,0.69,0.0075,0.1,0.0161,0.4722,0.26,0.382,0.147,0.2068,0.0016,0.3466,0.4579,False
0.06,0.0012,0.64,0.8642,0.1,0.0698,0.4722,0.28,0.3614,0.147,0.2068,0.0216,0.3466,0.6011,False
0.12,0.4433,0.22,0.0023,0.1,0.0158,0.0335,0.1,0.3611,0.154,0.0133,0.0015,0.3466,0.4637,False
0.12,0.0153,0.33,0.0652,0.1,0.0158,0.0336,0.09,0.3611,0.147,0.0133,0.0014,0.3466,0.4579,False
0.09,0.0017,0.34,0.5773,0.1,0.0157,0.4721,0.04,0.3614,0.154,0.0133,0.0015,0.3466,0.4695,False
0.18,0.0561,0.2,0.0178,0.1,0.0157,0.4721,0.05,0.382,0.154,0.0133,0.0016,0.3466,0.2428,False
0.12,0.0594,0.21,0.0168,0.1,0.0698,0.4722,0.28,0.382,0.147,0.0133,0.0016,0.3466,0.4579,True
0.09,0.0012,0.51,0.8379,0.1,0.0157,0.4721,0.06,0.3614,0.154,0.0133,0.3441,0.3466,0.3056,False
0.12,0.16,0.49,0.0063,0.1,0.0157,0.0334,0.01,0.3611,0.154,0.0133,0.0016,0.3466,0.2194,False
0.06,0.0241,0.37,0.0414,0.1,0.0161,0.4722,0.26,0.3614,0.147,0.0133,0.0016,0.3827,0.543,True
0.04,0.002,0.55,0.5038,0.1,0.0157,0.4721,0.04,0.3614,0.147,0.2068,0.0016,0.3466,0.4579,True
0.12,0.0031,0.42,0.3175,0.1,0.016,0.0334,0.24,0.3611,0.147,0.0133,0.0016,0.3466,0.4517,True
0.12,0.0069,0.29,0.1454,0.1,0.0158,0.4722,0.1,0.382,0.147,0.0133,0.0015,0.3466,0.1264,False
0.18,0.2761,0.35,0.0036,0.1,0.0157,0.4721,0.05,0.382,0.147,0.0133,0.0016,0.3466,0.4579,False
0.12,0.0475,0.27,0.0211,0.1,0.0158,0.0334,0.08,0.3611,0.147,0.0133,0.0015,0.3466,0.4579,False
0.12,0.0034,0.52,0.2968,0.1,0.0161,0.0335,0.25,0.3611,0.154,0.2068,0.0016,0.3466,0.0161,False
0.06,0.002,0.26,0.493,0.1,0.0161,0.4722,0.26,0.3614,0.147,0.0133,0.0216,0.3466,0.5306,False
0.18,0.3395,0.4,0.0029,0.1,0.0157,0.4721,0.04,0.382,0.147,0.0133,0.0016,0.3466,0.2266,False
0.18,0.1724,0.27,0.0058,0.1,0.0157,0.4721,0.04,0.382,0.154,0.0133,0.0016,0.3466,0.2799,True
0.18,0.0302,0.37,0.0331,0.1,0.0161,0.4722,0.25,0.382,0.147,0.0133,0.0015,0.3466,0.2194,False
0.12,0.3226,0.39,0.0031,0.1,0.0157,0.0336,0.02,0.3611,0.154,0.0133,0.0016,0.3466,0.4579,False
0.08,0.1325,0.42,0.0075,0.1,0.1251,0.4184,0.36,0.2262,0.154,0.0133,0.0016,0.3466,0.3098,False
0.09,0.0026,0.53,0.3802,0.1,0.1378,0.4535,0.25,0.3715,0.147,0.2075,0.0015,0.3466,0.0161,True
0.18,0.036,0.33,0.0278,0.1,0.0159,0.4722,0.14,0.382,0.154,0.0133,0.0016,0.3466,0.562,False
0.15,0.007,0.43,0.1419,0.1,0.0158,0.4721,0.07,0.382,0.147,0.0133,0.0014,0.3827,0.5074,False
0.12,0.1471,0.65,0.0068,0.1,0.016,0.0334,0.24,0.3611,0.147,0.2068,0.0016,0.3466,0.5351,False
0.12,0.0163,0.38,0.0613,0.1,0.0749,0.4723,0.35,0.382,0.154,0.0133,0.0015,0.3466,0.5332,True
0.12,0.0172,0.26,0.058,0.1,0.0157,0.0334,0.01,0.3611,0.147,0.0133,0.0016,0.3466,0.5702,False
0.09,0.0025,0.62,0.4,0.1,0.0158,0.4721,0.07,0.3614,0.154,0.2068,0.0015,0.3466,0.5074,False
0.06,0.0323,0.28,0.031,0.1,0.0157,0.0335,0.05,0.3611,0.154,0.0133,0.0016,0.3466,0.2623,True
0.12,0.0889,0.72,0.0113,0.1,0.0157,0.0335,0.04,0.3611,0.147,0.2068,0.0015,0.3466,0.4579,True
0.06,0.0257,0.24,0.0389,0.1,0.0158,0.4721,0.08,0.3614,0.147,0.0133,0.0016,0.3466,0.4579,True
0.12,0.1143,0.24,0.0087,0.1,0.0157,0.4721,0.04,0.382,0.154,0.0133,0.0016,0.3827,0.4579,False
0.04,0.0071,0.48,0.1418,0.1,0.0161,0.4722,0.26,0.3614,0.154,0.0133,0.0015,0.3466,0.0161,True
0.18,0.0124,0.34,0.0805,0.1,0.0161,0.4722,0.25,0.382,0.154,0.0133,0.0015,0.3466,0.0161,False
0.15,0.5405,0.26,0.0019,0.1,0.0157,0.4721,0.02,0.382,0.154,0.0133,0.0016,0.3466,0.4579,False
0.12,0.334,0.27,0.003,0.1,0.0157,0.0334,0.01,0.3611,0.147,0.0133,0.0016,0.3466,0.2194,False
0.09,0.0089,0.59,0.112,0.1,0.0159,0.0379,0.14,0.3616,0.147,0.0133,0.0016,0.3466,0.2671,False
0.18,0.0125,0.3,0.08,0.1,0.0161,0.4722,0.26,0.382,0.154,0.0133,0.0015,0.3466,0.5306,False
0.06,0.0059,0.25,0.17,0.1,0.0157,0.4721,0.05,0.3614,0.154,0.0133,0.0016,0.3466,0.3574,False
0.12,0.2083,0.29,0.0048,0.1,0.1251,0.4723,0.36,0.382,0.154,0.0133,0.0016,0.3466,0.5332,False
0.12,0.0018,0.31,0.571,0.1,0.0698,0.4722,0.28,0.382,0.154,0.0133,0.0016,0.3466,0.5884,False
0.06,0.0319,0.4,0.0314,0.1,0.0698,0.4722,0.28,0.3614,0.154,0.0133,0.0016,0.3466,0.3321,False
0.12,0.0011,0.28,0.8753,0.1,0.1103,0.3631,0.49,0.3611,0.154,0.2069,0.0015,0.3466,0.6471,True
0.12,0.0117,0.6,0.0851,0.1,0.0158,0.0333,0.07,0.3611,0.147,0.0133,0.0015,0.3466,0.5074,True
0.06,0.1328,0.36,0.0075,0.1,0.0821,0.1338,0.35,0.2286,0.154,0.0133,0.0015,0.3466,0.3098,True
0.06,0.0486,0.22,0.0206,0.1,0.0749,0.1446,0.35,0.3611,0.147,0.0133,0.0015,0.3466,0.5973,True
0.04,0.0194,0.62,0.0515,0.1,0.1051,0.3416,0.48,0.3611,0.147,0.2068,0.0016,0.4386,0.183,False
0.06,0.0135,0.41,0.0742,0.1,0.1524,0.7625,0.7,0.3614,0.154,0.0133,0.0016,0.3466,0.1296,False
0.04,0.0083,0.25,0.12,0.1,0.0161,0.0335,0.25,0.3611,0.147,0.0133,0.0015,0.3466,0.2114,True
0.04,0.0012,0.58,0.8132,0.1,0.0749,0.4723,0.35,0.3614,0.147,0.2075,0.0015,0.3466,0.5176,True
0.15,0.0353,0.49,0.0283,0.1,0.0158,0.4721,0.08,0.382,0.154,0.0133,0.0016,0.3466,0.2266,False
0.15,0.0011,0.36,0.8974,0.1,0.0749,0.4723,0.35,0.382,0.154,0.0133,0.0015,0.3466,0.4579,True
0.15,0.002,0.65,0.5029,0.1,0.016,0.4722,0.24,0.382,0.147,0.2068,0.0216,0.3466,0.0161,False
0.15,0.0027,0.72,0.3749,0.1,0.1251,0.4723,0.36,0.382,0.147,0.2068,0.0015,0.3466,0.4579,True
0.04,0.0452,0.39,0.0221,0.1,0.1492,0.7058,0.02,0.3653,0.154,0.0133,0.0015,0.3466,0.5702,True
0.12,0.0026,0.38,0.3865,0.1,0.0161,0.4722,0.26,0.382,0.154,0.207,0.0015,0.3466,0.5306,False
0.12,0.0413,0.42,0.0242,0.1,0.0158,0.4721,0.07,0.382,0.154,0.2069,0.0015,0.3466,0.5074,True
0.06,0.0625,0.68,0.016,0.1,0.0157,0.0335,0.05,0.3611,0.154,0.2068,0.0016,0.3466,0.4579,False
0.18,0.0152,0.28,0.0657,0.1,0.0161,0.4722,0.25,0.382,0.154,0.0133,0.0015,0.3466,0.3524,False
0.12,0.3011,0.26,0.0033,0.1,0.016,0.0334,0.24,0.3611,0.154,0.207,0.0015,0.3466,0.5833,False
0.18,0.0434,0.25,0.0231,0.1,0.0158,0.4721,0.07,0.382,0.147,0.0133,0.0016,0.3466,0.5074,False
0.12,0.0481,0.33,0.0208,0.1,0.0001,0.0203,0.02,0.0271,0.147,0.0133,0.0015,0.3466,0.5702,False
0.12,0.0572,0.23,0.0175,0.1,0.1511,0.7101,0.04,0.3736,0.154,0.0133,0.0016,0.3466,0.5884,False
0.18,0.0047,0.22,0.2143,0.1,0.0157,0.4721,0.05,0.382,0.147,0.0133,0.0015,0.3466,0.3574,True
0.09,0.0052,0.74,0.1928,0.1,0.0158,0.0334,0.08,0.3611,0.154,0.2068,0.0015,0.3466,0.4579,False
0.18,0.0628,0.25,0.0159,0.1,0.0157,0.4721,0.05,0.382,0.154,0.0133,0.0016,0.3466,0.3574,False
0.06,0.2455,0.21,0.0041,0.1,0.1251,0.4723,0.36,0.3614,0.154,0.0133,0.0016,0.3466,0.3098,False
0.06,0.054,0.71,0.0185,0.1,0.0158,0.0333,0.07,0.3611,0.147,0.2068,0.0016,0.3466,0.5074,False
0.06,0.0067,0.28,0.15,0.1,0.016,0.4722,0.24,0.3614,0.147,0.0133,0.0015,0.3466,0.5351,False
0.12,0.0755,0.5,0.0133,0.1,0.0158,0.0336,0.09,0.3611,0.154,0.2068,0.0015,0.3466,0.4579,True
0.12,0.2091,0.22,0.0048,0.1,0.1074,0.3487,0.07,0.3736,0.147,0.207,0.0015,0.3466,0.5074,False
0.18,0.0113,0.43,0.0884,0.1,0.0161,0.4722,0.25,0.382,0.154,0.0133,0.0016,0.3466,0.0161,True
0.06,0.0142,0.43,0.0705,0.1,0.0158,0.4721,0.08,0.3614,0.154,0.0133,0.0015,0.3466,0.1361,True
0.04,0.0031,0.29,0.3219,0.1,0.016,0.4722,0.24,0.3614,0.147,0.0133,0.0015,0.3466,0.5351,True
0.09,0.0122,0.74,0.0817,0.1,0.1067,0.3459,0.48,0.3779,0.147,0.2068,0.0016,0.3466,0.5332,False
0.18,0.1199,0.34,0.0083,0.1,0.0698,0.4722,0.28,0.382,0.147,0.0133,0.0016,0.3466,0.543,False
0.06,0.1407,0.27,0.0071,0.1,0.1409,0.4636,0.49,0.3688,0.154,0.0133,0.0016,0.3466,0.4579,False
0.12,0.2222,0.42,0.0045,0.1,0.016,0.0334,0.24,0.3611,0.154,0.0133,0.0015,0.3466,0.3304,False
0.06,0.8089,0.26,0.0012,0.1,0.0157,0.4721,0.06,0.3614,0.147,0.0133,0.0016,0.3466,0.4517,False
0.12,0.0556,0.33,0.018,0.1,0.0698,0.1446,0.28,0.3611,0.154,0.0133,0.0015,0.3466,0.5884,False
0.12,0.0011,0.42,0.8968,0.1,0.0158,0.0336,0.09,0.3611,0.147,0.0133,0.0015,0.3466,0.0702,True
0.12,0.0043,0.2,0.2332,0.1,0.1476,0.4817,0.05,0.3731,0.154,0.0133,0.0015,0.3466,0.3574,False
0.06,0.5931,0.28,0.0017,0.1,0.0161,0.4722,0.25,0.3614,0.154,0.0133,0.0016,0.3466,0.4579,False
0.12,0.0043,0.28,0.2312,0.1,0.0157,0.4721,0.04,0.382,0.147,0.0133,0.0015,0.3466,0.2147,True
0.12,0.0041,0.41,0.2464,0.1,0.0158,0.4722,0.1,0.382,0.147,0.2072,0.0015,0.3466,0.0372,False
0.06,0.4667,0.21,0.0021,0.1,0.016,0.4722,0.24,0.3614,0.147,0.0133,0.0015,0.3466,0.4579,False
0.09,0.0333,0.45,0.03,0.1,0.0158,0.0335,0.1,0.3611,0.154,0.0133,0.0016,0.3466,0.4637,False
0.12,0.0405,0.39,0.0247,0.1,0.1438,0.4722,0.47,0.382,0.147,0.0133,0.0016,0.3466,0.5351,True
0.09,0.4862,0.24,0.0021,0.1,0.016,0.0334,0.24,0.3611,0.154,0.0133,0.0016,0.3466,0.5351,False
0.09,0.0025,0.42,0.4032,0.1,0.0157,0.0335,0.05,0.3611,0.154,0.0133,0.0014,0.3466,0.0161,False
0.12,0.005,0.36,0.1997,0.1,0.0157,0.0334,0.01,0.3611,0.147,0.0133,0.0015,0.3466,0.2194,False
0.12,0.0538,0.3,0.0186,0.1,0.1438,0.4722,0.47,0.382,0.154,0.0133,0.0016,0.3466,0.4579,False
0.06,0.1016,0.24,0.0098,0.1,0.1051,0.4723,0.48,0.3614,0.147,0.207,0.0015,0.3466,0.5176,True
0.12,0.025,0.27,0.04,0.1,0.0749,0.4723,0.35,0.382,0.147,0.0133,0.0016,0.3466,0.1777,True
0.06,0.0016,0.27,0.6301,0.1,0.1051,0.4723,0.48,0.3614,0.154,0.0133,0.0015,0.3466,0.5176,False
0.04,0.0077,0.34,0.1291,0.1,0.0157,0.4721,0.01,0.3614,0.147,0.0133,0.0016,0.3466,0.4579,True
0.04,0.0055,0.32,0.1833,0.1,0.0158,0.4721,0.09,0.3614,0.154,0.0133,0.0016,0.3466,0.4579,False
0.18,0.0415,0.38,0.0241,0.1,0.0159,0.4722,0.14,0.382,0.147,0.0133,0.0016,0.3466,0.6273,True
0.04,0.0494,0.28,0.0203,0.1,0.016,0.4722,0.24,0.3614,0.154,0.0133,0.0015,0.3466,0.4579,False
0.06,0.0113,0.29,0.0882,0.1,0.131,0.4336,0.47,0.3689,0.147,0.0133,0.0015,0.3466,0.5017,True
0.12,0.1351,0.2,0.0074,0.1,0.1251,0.4107,0.36,0.3611,0.154,0.0133,0.0016,0.3466,0.3098,False
0.15,0.0092,0.63,0.1091,0.1,0.0698,0.4722,0.28,0.382,0.147,0.2068,0.0016,0.3466,0.3321,False
0.12,0.0259,0.47,0.0387,0.1,0.0157,0.4721,0.01,0.382,0.147,0.0133,0.0016,0.3466,0.2194,False
0.12,0.0056,0.49,0.177,0.1,0.016,0.0334,0.24,0.3611,0.147,0.2068,0.0015,0.3466,0.5351,False
0.18,0.0527,0.25,0.019,0.1,0.0157,0.4721,0.05,0.382,0.147,0.0133,0.0016,0.3466,0.3574,True
0.12,0.0736,0.36,0.0136,0.1,0.1251,0.4723,0.36,0.382,0.154,0.0133,0.0016,0.3466,0.1887,False
0.12,0.1465,0.26,0.0068,0.1,0.0157,0.4721,0.01,0.382,0.147,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0225,0.24,0.0444,0.1,0.1149,0.3786,0.49,0.3746,0.154,0.0133,0.0015,0.3466,0.5017,True
0.09,0.0625,0.39,0.016,0.1,0.0749,0.4723,0.35,0.3614,0.154,0.0133,0.0016,0.3466,0.5973,False
0.09,0.0022,0.49,0.4636,0.1,0.0157,0.0335,0.06,0.3611,0.147,0.2068,0.0216,0.3466,0.5176,False
0.06,0.0089,0.43,0.1126,0.1,0.0698,0.4722,0.28,0.3614,0.147,0.0133,0.0015,0.3827,0.6491,False
0.12,0.0108,0.36,0.0923,0.1,0.1051,0.4723,0.48,0.382,0.147,0.0133,0.0016,0.3466,0.1777,False
0.15,0.0172,0.25,0.0581,0.1,0.0158,0.4721,0.08,0.382,0.147,0.0133,0.0015,0.3466,0.2266,False
0.12,0.1442,0.29,0.0069,0.1,0.0157,0.4721,0.05,0.382,0.154,0.0133,0.0016,0.3466,0.4579,False
0.12,0.0052,0.51,0.191,0.1,0.0157,0.0335,0.04,0.3611,0.147,0.0133,0.0016,0.3466,0.4579,False
0.09,0.0307,0.39,0.0326,0.1,0.0158,0.0335,0.1,0.3611,0.154,0.0133,0.0015,0.3466,0.4637,False
0.18,0.0887,0.67,0.0113,0.1,0.0158,0.4721,0.09,0.382,0.154,0.2068,0.0016,0.3466,0.0702,False
0.06,0.0811,0.73,0.0123,0.1,0.1051,0.4723,0.48,0.3614,0.147,0.2068,0.0016,0.3466,0.5037,False
0.12,0.1524,0.29,0.0066,0.1,0.0157,0.0377,0.04,0.3616,0.147,0.0133,0.0015,0.3466,0.4579,True
0.06,0.006,0.35,0.1659,0.1,0.016,0.0334,0.24,0.3611,0.154,0.0133,0.0016,0.3466,0.4579,False
0.09,0.0022,0.31,0.4545,0.1,0.1524,0.7625,0.71,0.3611,0.147,0.207,0.0015,0.3466,0.1551,False
0.09,0.0043,0.48,0.2322,0.1,0.016,0.0334,0.24,0.3611,0.154,0.214,0.0015,0.3466,0.3619,False
0.06,0.0266,0.68,0.0376,0.1,0.0698,0.1446,0.28,0.3611,0.147,0.2068,0.0015,0.3466,0.4579,True
0.12,0.0024,0.33,0.4143,0.1,0.016,0.4722,0.24,0.382,0.147,0.2068,0.3441,0.3466,0.3619,True
0.04,0.0577,0.69,0.0173,0.1,0.158,0.7732,0.07,0.3851,0.154,0.0133,0.0015,0.3466,0.1887,True
0.09,0.0332,0.25,0.0301,0.1,0.0157,0.0334,0.01,0.3611,0.154,0.0133,0.0015,0.3466,0.2194,True
0.06,0.0029,0.61,0.3419,0.1,0.0464,0.3277,0.05,0.3694,0.154,0.0133,0.0015,0.3466,0.6491,True
0.06,0.006,0.25,0.1678,0.1,0.0157,0.4721,0.04,0.3614,0.154,0.0133,0.0016,0.3466,0.2854,False
0.06,0.0024,0.41,0.42,0.1,0.113,0.4194,0.25,0.3648,0.147,0.2068,0.0015,0.3466,0.0161,False
0.12,0.0039,0.56,0.259,0.1,0.0157,0.4721,0.06,0.382,0.154,0.0133,0.0016,0.3466,0.3874,True
0.12,0.0031,0.31,0.3255,0.1,0.0161,0.0335,0.25,0.3611,0.154,0.2069,0.0015,0.3466,0.0161,False
0.06,0.05,0.6,0.02,0.1,0.0158,0.0333,0.07,0.3611,0.147,0.2068,0.0015,0.3466,0.5074,True
0.06,0.0225,0.31,0.0444,0.1,0.0158,0.0336,0.09,0.3611,0.147,0.0133,0.0016,0.3827,0.0702,True
0.12,0.0139,0.5,0.0718,0.1,0.0158,0.4721,0.09,0.382,0.147,0.0133,0.0016,0.3466,0.4579,True
0.09,0.0978,0.26,0.0102,0.1,0.0749,0.1446,0.35,0.3611,0.154,0.207,0.0016,0.3466,0.3098,True
0.09,0.0224,0.5,0.0445,0.1,0.0157,0.4721,0.05,0.3614,0.154,0.0133,0.0016,0.3466,0.3574,True
0.09,0.0889,0.81,0.0112,0.1,0.0157,0.0334,0.01,0.3611,0.154,0.2068,0.0016,0.3466,0.0161,False
0.09,0.3416,0.28,0.0029,0.1,0.1446,0.4736,0.24,0.3705,0.147,0.0133,0.0016,0.3466,0.4517,False
0.06,0.0184,0.65,0.0545,0.1,0.0161,0.0334,0.26,0.3611,0.154,0.2068,0.0016,0.3466,0.2698,True
0.12,0.0351,0.27,0.0285,0.1,0.0158,0.4722,0.1,0.382,0.147,0.0133,0.0015,0.3466,0.4579,False
0.09,0.0043,0.33,0.2333,0.1,0.126,0.4367,0.01,0.3715,0.154,0.0133,0.0016,0.3466,0.2194,True
0.18,0.2472,0.36,0.004,0.1,0.0157,0.4721,0.04,0.382,0.147,0.0133,0.0016,0.3466,0.2799,True
0.12,0.0322,0.43,0.0311,0.1,0.0698,0.4722,0.28,0.382,0.147,0.0133,0.0016,0.3466,0.3242,False
0.04,0.6329,0.22,0.0016,0.1,0.0161,0.0335,0.25,0.3611,0.147,0.0133,0.0016,0.3466,0.0161,True
0.06,0.0328,0.36,0.0305,0.1,0.0158,0.0335,0.1,0.3611,0.147,0.0133,0.0015,0.3466,0.4579,True
